X,Y,FID,OBJECTID,RANK,Company,ADDRESS,ADDRESS2,City,State,ZIP,COUNTY,EMPLOYEES,REVENUES,LATITUDE,LONGITUDE,SOURCE,PRC,COUNTYFIPS,COMMENTS,WEBSITE,PROFIT
-86.80907,33.51806,224,224,436,Regions Financial,1900 5TH AVENUE NORTH,NOT AVAILABLE,Birmingham,AL,35203,JEFFERSON,22166,5967,33.51806,-86.80907,BING MAPS,ADDRESS,1073,NOT AVAILABLE,HTTP://IR.REGIONS.COM/,1163
-85.75889,38.25647,225,225,53,Humana,500 WEST MAIN STREET,NOT AVAILABLE,Louisville,KY,40202,JEFFERSON,51600,54379,38.25647,-85.75889,BING MAPS,ADDRESS,21111,NOT AVAILABLE,HTTPS://WWW.HUMANA.COM/,614
-85.75849,38.2466,226,226,376,Kindred Healthcare,680 SOUTH 4TH STREET,NOT AVAILABLE,Louisville,KY,40202,JEFFERSON,76650,7227,38.2466,-85.75849,BING MAPS,ADDRESS,21111,NOT AVAILABLE,HTTPS://WWW.KINDREDHEALTHCARE.COM/,-664.2
-85.6949,38.19863,227,227,422,Yum Brands,1441 GARDINER LANE,NOT AVAILABLE,Louisville,KY,40213,JEFFERSON,90000,6366,38.19863,-85.6949,BING MAPS,ADDRESS,21111,NOT AVAILABLE,HTTP://WWW.YUM.COM/,1619
-94.69096,39.00816,228,228,486,Seaboard,9000 WEST 67TH STREET,NOT AVAILABLE,Shawnee Mission,KS,66202,JOHNSON,11781,5379,39.00816,-94.69096,BING MAPS,ADDRESS,20091,NOT AVAILABLE,HTTPS://WWW.SEABOARDCORP.COM/,312
-85.55651,42.24191,229,229,252,Stryker,2825 AIRVIEW BOULEVARD,NOT AVAILABLE,Kalamazoo,MI,49002,KALAMAZOO,33000,11325,42.24191,-85.55651,BING MAPS,ADDRESS,26077,NOT AVAILABLE,HTTPS://WWW.STRYKER.COM/US/EN/INDEX.HTML,1647
-122.332633,47.600473,230,230,341,Weyerhaeuser,220 OCCIDENTAL AVENUE SOUTH,NOT AVAILABLE,Seattle,WA,98104,KING,10400,7902,47.600473,-122.332633,MANUAL,ON-ENTITY,53033,NOT AVAILABLE,HTTPS://WWW.WEYERHAEUSER.COM/,1027
-122.19701,47.6134,231,231,317,Expedia,333 108TH AVENUE NE,NOT AVAILABLE,Bellevue,WA,98004,KING,20075,8774,47.6134,-122.19701,BING MAPS,ADDRESS,53033,NOT AVAILABLE,HTTPS://WWW.EXPEDIA.COM/,281.8
-122.19966,47.61655,232,232,164,Paccar,777 106TH AVENUE NE,NOT AVAILABLE,Bellevue,WA,98004,KING,23000,17033,47.61655,-122.19966,BING MAPS,ADDRESS,53033,NOT AVAILABLE,HTTP://WWW.PACCAR.COM/,521.7
-122.05035,47.54779,233,233,16,Costco,999 LAKE DRIVE,NOT AVAILABLE,Issaquah,WA,98027,KING,172000,118719,47.54779,-122.05035,BING MAPS,ADDRESS,53033,NOT AVAILABLE,HTTPS://WWW.COSTCO.COM/,2350
-122.1298,47.64005,234,234,28,Microsoft,1 MICROSOFT WAY,NOT AVAILABLE,Redmond,WA,98052,KING,114000,85320,47.64005,-122.1298,BING MAPS,ADDRESS,53033,NOT AVAILABLE,HTTPS://WWW.MICROSOFT.COM/EN-US/,16798
-122.33591,47.61242,235,235,188,Nordstrom,1617 6TH AVENUE,NOT AVAILABLE,Seattle,WA,98101,KING,72500,14757,47.61242,-122.33591,BING MAPS,ADDRESS,53033,NOT AVAILABLE,HTTPS://SHOP.NORDSTROM.COM/,354
-122.33459,47.60578,236,236,429,Expeditors International Of Washington,1015 3RD AVENUE,NOT AVAILABLE,Seattle,WA,98104,KING,16000,6098,47.60578,-122.33459,BING MAPS,ADDRESS,53033,NOT AVAILABLE,HTTPS://WWW.EXPEDITORS.COM/,430.8
-122.33676,47.62226,237,237,12,Amazon.Com,410 TERRY AVENUE NORTH,NOT AVAILABLE,Seattle,WA,98109,KING,341400,135987,47.62226,-122.33676,BING MAPS,ADDRESS,53033,NOT AVAILABLE,HTTPS://WWW.AMAZON.COM/,2371
-122.33534,47.58181,238,238,131,Starbucks,2401 UTAH AVENUE SOUTH,NOT AVAILABLE,Seattle,WA,98134,KING,254000,21316,47.58181,-122.33534,BING MAPS,ADDRESS,53033,NOT AVAILABLE,HTTPS://WWW.STARBUCKS.COM/,2817.7
-122.29366,47.42906,239,239,438,Alaska Air Group,19300 INTERNATIONAL BOULEVARD,NOT AVAILABLE,Seattle,WA,98188,KING,19112,5931,47.42906,-122.29366,BING MAPS,ADDRESS,53033,NOT AVAILABLE,HTTPS://WWW.ALASKAAIR.COM/,814
-73.97913,40.75559,240,240,500,Abm Industries,551 5TH AVENUE,SUITE 300,New York,NY,10176,KINGS,110000,5145,40.75559,-73.97913,BING MAPS,ADDRESS,36047,NOT AVAILABLE,HTTPS://WWW.ABM.COM/,57.2
-85.85409,41.23959,241,241,352,Zimmer Biomet Holdings,345 EAST MAIN STREET,NOT AVAILABLE,Warsaw,IN,46580,KOSCIUSKO,18500,7684,41.23959,-85.85409,BING MAPS,ADDRESS,18085,NOT AVAILABLE,HTTPS://WWW.ZIMMERBIOMET.COM/,305.9
-92.97162,43.67467,242,242,295,Hormel Foods,1 HORMEL PLACE,NOT AVAILABLE,Austin,MN,55912,LAKE,21100,9523,43.67467,-92.97162,BING MAPS,ADDRESS,27097,NOT AVAILABLE,HTTPS://WWW.HORMELFOODS.COM/,890.1
-87.88061,42.1599,243,243,281,Baxter International,1 BAXTER PARKWAY,NOT AVAILABLE,Deerfield,IL,60015,LAKE,48000,10163,42.1599,-87.88061,BING MAPS,ADDRESS,17097,NOT AVAILABLE,HTTPS://WWW.BAXTER.COM/,4965
-87.88834,42.15495,244,244,277,Discover Financial Services,2500 LAKE COOK ROAD,NOT AVAILABLE,Riverwoods,IL,60015,LAKE,15549,10497,42.15495,-87.88834,BING MAPS,ADDRESS,17097,NOT AVAILABLE,HTTPS://WWW.DISCOVER.COM/,2393
-87.87666,42.16412,245,245,487,Essendant,1 PARKWAY NORTH BOULEVARD,SUITE 100,Deerfield,IL,60015,LAKE,6600,5369,42.16412,-87.87666,BING MAPS,ADDRESS,17097,NOT AVAILABLE,HTTPS://WWW.ESSENDANT.COM/,63.9
-87.87935,42.16287,246,246,109,Mondelez International,3 PARKWAY NORTH,SUITE 300,Deerfield,IL,60015,LAKE,90000,25923,42.16287,-87.87935,BING MAPS,ADDRESS,17097,NOT AVAILABLE,HTTPS://WWW.MONDELEZINTERNATIONAL.COM/,1659
-87.86746,42.1552,247,247,17,Walgreens Boots Alliance,108 WILMOT ROAD,NOT AVAILABLE,Deerfield,IL,60015,LAKE,300000,117351,42.1552,-87.86746,BING MAPS,ADDRESS,17097,NOT AVAILABLE,HTTP://WWW.WALGREENSBOOTSALLIANCE.COM/,4173
-87.89465,42.24325,248,248,450,Packaging Corp. Of America,1955 WEST FIELD COURT,NOT AVAILABLE,Lake Forest,IL,60045,LAKE,14000,5779,42.24325,-87.89465,BING MAPS,ADDRESS,17097,NOT AVAILABLE,HTTPS://WWW.PACKAGINGCORP.COM/,449.6
-87.89968,42.24862,249,249,322,Tenneco,500 NORTH FIELD DRIVE,NOT AVAILABLE,Lake Forest,IL,60045,LAKE,31000,8599,42.24862,-87.89968,BING MAPS,ADDRESS,17097,NOT AVAILABLE,HTTP://WWW.TENNECO.COM/,363
-87.91151,42.23856,250,250,282,W.W. Grainger,100 GRAINGER PARKWAY,NOT AVAILABLE,Lake Forest,IL,60045,LAKE,25000,10137,42.23856,-87.91151,BING MAPS,ADDRESS,17097,NOT AVAILABLE,HTTPS://WWW.GRAINGER.COM/,605.9
-87.94421,42.22831,251,251,199,Cdw,200 NORTH MILWAUKEE AVENUE,NOT AVAILABLE,Vernon Hills,IL,60061,LAKE,8516,13982,42.22831,-87.94421,BING MAPS,ADDRESS,17097,NOT AVAILABLE,HTTPS://WWW.CDW.COM/,424.4
-81.80972,26.41844,252,252,296,Hertz Global Holdings,8501 WILLIAMS ROAD,NOT AVAILABLE,Estero,FL,33928,LEE,36000,9480,26.41844,-81.80972,BING MAPS,ADDRESS,12071,NOT AVAILABLE,HTTPS://IR.HERTZ.COM/,-491
-75.47591,40.60152,253,253,365,Ppl,2 NORTH 9TH STREET,NOT AVAILABLE,Allentown,PA,18101,LEHIGH,12689,7517,40.60152,-75.47591,BING MAPS,ADDRESS,42077,NOT AVAILABLE,HTTPS://WWW.PPLWEB.COM/,1902
-75.59747,40.55074,254,254,294,Air Products & Chemicals,7201 HAMILTON BOULEVARD,NOT AVAILABLE,Allentown,PA,18195,LEHIGH,18450,9524,40.55074,-75.59747,BING MAPS,ADDRESS,42077,NOT AVAILABLE,HTTP://WWW.AIRPRODUCTS.COM/,631.1
-91.64372,42.03147,255,255,492,Rockwell Collins,400 COLLINS ROAD NE,NOT AVAILABLE,Cedar Rapids,IA,52498,LINN,19000,5259,42.03147,-91.64372,BING MAPS,ADDRESS,19113,NOT AVAILABLE,HTTPS://WWW.ROCKWELLCOLLINS.COM/,728
-118.48518,34.00131,256,256,135,Abbott Laboratories,100 ABBOTT PARK ROAD,NOT AVAILABLE,Santa Monica,CA,90401,LOS ANGELES,75000,20853,34.00131,-118.48518,BING MAPS,ADDRESS,6037,NOT AVAILABLE,HTTP://WWW.ABBOTT.COM/,1400
-118.602327,34.185167,257,257,222,Farmers Insurance Exchange,6303 OWENSMOUTH AVENUE,NOT AVAILABLE,Los Angeles,CA,90010,LOS ANGELES,13309,12513,34.185167,-118.602327,MANUAL,ON-ENTITY,6037,NOT AVAILABLE,HTTPS://WWW.FARMERS.COM/,-147.9
-118.44365,34.05937,258,258,278,Occidental Petroleum,10889 WILSHIRE BOULEVARD,NOT AVAILABLE,Los Angeles,CA,90024,LOS ANGELES,11000,10398,34.05937,-118.44365,BING MAPS,ADDRESS,6037,NOT AVAILABLE,HTTP://WWW.OXY.COM/PAGES/DEFAULT.ASPX,-574
-118.416831,34.058754,259,259,161,Aecom,1999 AVENUE OF THE STARS,SUITE 2600,Los Angeles,CA,90067,LOS ANGELES,87000,17411,34.058754,-118.416831,MANUAL,ON-ENTITY,6037,NOT AVAILABLE,HTTPS://WWW.AECOM.COM/,96.1
-118.25348,34.05154,260,260,214,Cbre Group,400 SOUTH HOPE STREET,SUITE 25,Los Angeles,CA,90071,LOS ANGELES,75000,13072,34.05154,-118.25348,BING MAPS,ADDRESS,6037,NOT AVAILABLE,HTTPS://WWW.CBRE.US/,572
-118.25138,34.05166,261,261,320,Reliance Steel & Aluminum,350 SOUTH GRAND AVENUE,SUITE 5100,Los Angeles,CA,90071,LOS ANGELES,14500,8613,34.05166,-118.25138,BING MAPS,ADDRESS,6037,NOT AVAILABLE,HTTPS://WWW.RSAC.COM/,304.3
-118.39846,34.07423,262,262,330,Live Nation Entertainment,9348 CIVIC CENTER DRIVE,NOT AVAILABLE,Beverly Hills,CA,90210,LOS ANGELES,11500,8355,34.07423,-118.39846,BING MAPS,ADDRESS,6037,NOT AVAILABLE,HTTP://WWW.LIVENATIONENTERTAINMENT.COM/,2.9
-118.39185,33.9203,263,263,474,Mattel,333 CONTINENTAL BOULEVARD,NOT AVAILABLE,El Segundo,CA,90245,LOS ANGELES,32000,5457,33.9203,-118.39185,BING MAPS,ADDRESS,6037,NOT AVAILABLE,HTTPS://WWW.MATTEL.COM/EN-US,318
-118.45255,34.01978,264,264,406,Activision Blizzard,3100 OCEAN PARK BOULEVARD,NOT AVAILABLE,Santa Monica,CA,90405,LOS ANGELES,9500,6608,34.01978,-118.45255,BING MAPS,ADDRESS,6037,NOT AVAILABLE,HTTPS://WWW.ACTIVISIONBLIZZARD.COM/,966
-118.20027,33.7666,265,265,156,Molina Healthcare,200 OCEANGATE,NOT AVAILABLE,Long Beach,CA,90802,LOS ANGELES,21000,17782,33.7666,-118.20027,BING MAPS,ADDRESS,6037,NOT AVAILABLE,HTTP://WWW.MOLINAHEALTHCARE.COM/EN-US/PAGES/HOME.ASPX,52
-96.797508,32.784595,266,266,259,Jacobs Engineering Group,1999 BRYAN STREET,SUITE 1200,Dallas,TX,75201,DALLAS COUNTY,49350,10964,32.784595,-96.797508,MANUAL,ON-ENTITY,48037,NOT AVAILABLE,HTTP://WWW.JACOBS.COM/,210.5
-118.25654,34.15706,267,267,430,Avery Dennison,207 GOODE AVENUE,NOT AVAILABLE,Glendale,CA,91203,LOS ANGELES,25000,6087,34.15706,-118.25654,BING MAPS,ADDRESS,6037,NOT AVAILABLE,HTTPS://WWW.AVERYDENNISON.COM/EN/HOME.HTML,320.7
-118.32503,34.15687,268,268,52,Disney,500 SOUTH BUENA VISTA STREET,NOT AVAILABLE,Burbank,CA,91521,LOS ANGELES,195000,55632,34.15687,-118.32503,BING MAPS,ADDRESS,6037,NOT AVAILABLE,HTTPS://WWW.DISNEY.COM/,9391
-118.08024,34.05394,269,269,235,Edison International,2244 WALNUT GROVE AVENUE,NOT AVAILABLE,Rosemead,CA,91770,LOS ANGELES,12390,11869,34.05394,-118.08024,BING MAPS,ADDRESS,6037,NOT AVAILABLE,HTTPS://WWW.EDISON.COM/,1311
-83.69383,41.5677,270,270,447,Dana Holding,3939 TECHNOLOGY DRIVE,NOT AVAILABLE,Maumee,OH,43537,LUCAS,24900,5826,41.5677,-83.69383,BING MAPS,ADDRESS,39095,NOT AVAILABLE,HTTP://WWW.DANA.COM/,640
-83.53444,41.64625,271,271,458,Owens Corning,1 OWENS CORNING PARKWAY,NOT AVAILABLE,Toledo,OH,43659,LUCAS,16000,5677,41.64625,-83.53444,BING MAPS,ADDRESS,39095,NOT AVAILABLE,HTTPS://WWW.OWENSCORNING.COM/,393
-88.88608,39.86725,272,272,45,Archer Daniels Midland,4666 FARIES PARKWAY,NOT AVAILABLE,Decatur,IL,62526,MACON,31800,62346,39.86725,-88.88608,BING MAPS,ADDRESS,17115,NOT AVAILABLE,HTTPS://WWW.ADM.COM/,1279
-112.07317,33.45174,273,273,175,Freeport-Mcmoran,333 NORTH CENTRAL AVENUE,NOT AVAILABLE,Phoenix,AZ,85004,MARICOPA,30000,15789,33.45174,-112.07317,BING MAPS,ADDRESS,4013,NOT AVAILABLE,HTTPS://WWW.FCX.COM/,-4154
-111.97988,33.42748,274,274,108,Avnet,2211 SOUTH 47TH STREET,NOT AVAILABLE,Phoenix,AZ,85034,MARICOPA,17700,26219,33.42748,-111.97988,BING MAPS,ADDRESS,4013,NOT AVAILABLE,HTTPS://WWW.AVNET.COM/WPS/PORTAL/US/,506.5
-111.93085,33.65417,275,275,299,Republic Services,18500 NORTH ALLIED WAY,SUITE 100,Phoenix,AZ,85054,MARICOPA,33000,9388,33.65417,-111.93085,BING MAPS,ADDRESS,4013,NOT AVAILABLE,HTTPS://WWW.REPUBLICSERVICES.COM/,612.6
-111.96819,33.35718,276,276,473,Insight Enterprises,6820 SOUTH HARL AVENUE,NOT AVAILABLE,Tempe,AZ,85283,MARICOPA,5930,5486,33.35718,-111.96819,BING MAPS,ADDRESS,4013,NOT AVAILABLE,HTTPS://WWW.INSIGHT.COM/EN_US/HOME.HTML,84.7
-86.1623,39.76681,277,277,477,Simon Property Group,225 WEST WASHINGTON STREET,NOT AVAILABLE,Indianapolis,IN,46204,MARION,4050,5435,39.76681,-86.1623,BING MAPS,ADDRESS,18097,NOT AVAILABLE,HTTP://WWW.SIMON.COM/,1838.9
-86.15881,39.76913,278,278,29,Anthem,120 MONUMENT CIRCLE,NOT AVAILABLE,Indianapolis,IN,46204,MARION,53000,84863,39.76913,-86.15881,BING MAPS,ADDRESS,18097,NOT AVAILABLE,HTTPS://WWW.ANTHEM.COM/,2469.8
-86.15487,39.75545,279,279,132,Eli Lilly,893 SOUTH DELAWARE STREET,NOT AVAILABLE,Indianapolis,IN,46285,MARION,41975,21222,39.75545,-86.15487,BING MAPS,ADDRESS,18097,NOT AVAILABLE,HTTPS://WWW.LILLY.COM/,2737.6
-88.95483,40.47689,280,280,33,State Farm Insurance Cos.,1 STATE FARM PLAZA,NOT AVAILABLE,Bloomington,IL,61710,MCLEAN,68234,76132,40.47689,-88.95483,BING MAPS,ADDRESS,17113,NOT AVAILABLE,HTTPS://WWW.STATEFARM.COM/,350.3
-80.8481,35.22391,281,281,121,Duke Energy,550 SOUTH TRYON STREET,NOT AVAILABLE,Charlotte,NC,28202,MECKLENBURG,28798,23369,35.22391,-80.8481,BING MAPS,ADDRESS,37119,NOT AVAILABLE,HTTPS://WWW.DUKE-ENERGY.COM/HOME,2152
-80.83467,35.15941,282,282,169,Nucor,1915 REXFORD ROAD,NOT AVAILABLE,Charlotte,NC,28211,MECKLENBURG,23900,16208,35.15941,-80.83467,BING MAPS,ADDRESS,37119,NOT AVAILABLE,HTTP://WWW.NUCOR.COM/,796.3
-80.79705,35.17689,283,283,287,Sonic Automotive,4401 COLWICK ROAD,NOT AVAILABLE,Charlotte,NC,28211,MECKLENBURG,9800,9732,35.17689,-80.79705,BING MAPS,ADDRESS,37119,NOT AVAILABLE,HTTPS://WWW.SONICAUTOMOTIVE.COM/,93.2
-80.84207,35.22704,284,284,26,Bank Of America Corp.,100 NORTH TRYON STREET,NOT AVAILABLE,Charlotte,NC,28255,MECKLENBURG,208024,93662,35.22704,-80.84207,BING MAPS,ADDRESS,37119,NOT AVAILABLE,HTTPS://WWW.BANKOFAMERICA.COM/,17906
-74.655125,40.319335,285,285,229,Nrg Energy,804 CARNEGIE CENTER,NOT AVAILABLE,Princeton,NJ,8540,MERCER,8763,12351,40.319335,-74.655125,MANUAL,ON-ENTITY,34021,NOT AVAILABLE,HTTPS://WWW.NRG.COM/HOME.HTML,-774
-80.36969,25.77582,286,286,260,Lennar,700 NW 107TH AVENUE,NOT AVAILABLE,Miami,FL,33172,MIAMI-DADE,8335,10950,25.77582,-80.36969,BING MAPS,ADDRESS,12086,NOT AVAILABLE,HTTPS://WWW.LENNAR.COM/,911.8
-80.38533,25.86816,287,287,394,Ryder System,11690 NW 105TH STREET,NOT AVAILABLE,Miami,FL,33178,MIAMI-DADE,34500,6787,25.86816,-80.38533,BING MAPS,ADDRESS,12086,NOT AVAILABLE,HTTPS://RYDER.COM/,262.5
-80.35481,25.81058,288,288,103,World Fuel Services,9800 NW 41ST STREET,NOT AVAILABLE,Miami,FL,33178,MIAMI-DADE,5000,27016,25.81058,-80.35481,BING MAPS,ADDRESS,12086,NOT AVAILABLE,HTTPS://WWW.WFSCORP.COM/EN,126.5
-71.38258,42.30874,289,289,87,Tjx,770 COCHITUATE ROAD,NOT AVAILABLE,Framingham,MA,1701,MIDDLESEX,235000,33184,42.30874,-71.38258,BING MAPS,ADDRESS,25017,NOT AVAILABLE,HTTPS://WWW.TJX.COM/,2298.2
-71.4901,42.29132,290,290,140,Staples,500 STAPLES DRIVE,NOT AVAILABLE,Framingham,MA,1702,MIDDLESEX,61503,20217,42.29132,-71.4901,BING MAPS,ADDRESS,25017,NOT AVAILABLE,HTTPS://WWW.STAPLES.COM/,-1497
-71.55768,42.36118,291,291,327,Boston Scientific,1 BOSTON SCIENTIFIC PLACE,NOT AVAILABLE,Natick,MA,1760,MIDDLESEX,27000,8386,42.36118,-71.55768,BING MAPS,ADDRESS,25017,NOT AVAILABLE,HTTP://WWW.BOSTONSCIENTIFIC.COM/EN-US/HOME.HTML,347
-71.08516,42.36644,292,292,248,Biogen,225 BINNEY STREET,NOT AVAILABLE,Cambridge,MA,2142,MIDDLESEX,7400,11449,42.36644,-71.08516,BING MAPS,ADDRESS,25017,NOT AVAILABLE,HTTPS://WWW.BIOGEN.COM/,3702.8
-71.27939,42.40632,293,293,116,Raytheon,870 WINTER STREET,NOT AVAILABLE,Waltham,MA,2451,MIDDLESEX,63000,24069,42.40632,-71.27939,BING MAPS,ADDRESS,25017,NOT AVAILABLE,HTTPS://WWW.RAYTHEON.COM/,2211
-71.25811,42.399867,294,294,154,Thermo Fisher Scientific,168 3RD AVENUE,NOT AVAILABLE,Waltham,MA,2451,MIDDLESEX,54800,18274,42.399867,-71.25811,MANUAL,ON-ENTITY,25017,NOT AVAILABLE,HTTPS://WWW.THERMOFISHER.COM/US/EN/HOME.HTML,2021.8
-71.26202,42.35475,295,295,334,Global Partners,800 SOUTH STREET,SUITE 500,Waltham,MA,2453,MIDDLESEX,1770,8240,42.35475,-71.26202,BING MAPS,ADDRESS,25017,NOT AVAILABLE,HTTP://WWW.GLOBALP.COM/,-199.4
-84.01462,43.43742,296,296,62,Dow Chemical,2030 DOW CENTER,NOT AVAILABLE,Midland,MI,48674,MIDLAND,56000,48158,43.43742,-84.01462,BING MAPS,ADDRESS,26111,NOT AVAILABLE,HTTPS://WWW.DOW.COM/EN-US,4318
-87.91382,43.03701,297,297,368,Wec Energy Group,231 WEST MICHIGAN STREET,NOT AVAILABLE,Milwaukee,WI,53203,MILWAUKEE,8074,7472,43.03701,-87.91382,BING MAPS,ADDRESS,55079,NOT AVAILABLE,HTTPS://WWW.WECENERGYGROUP.COM/,939
-87.90223,43.03961,298,298,97,Northwestern Mutual,720 EAST WISCONSIN AVENUE,NOT AVAILABLE,Milwaukee,WI,53202,MILWAUKEE,5646,28799,43.03961,-87.90223,BING MAPS,ADDRESS,55079,NOT AVAILABLE,HTTPS://WWW.NORTHWESTERNMUTUAL.COM/,818
-87.91331,43.01807,299,299,442,Rockwell Automation,1201 SOUTH 2ND STREET,NOT AVAILABLE,Milwaukee,WI,53204,MILWAUKEE,22000,5880,43.01807,-87.91331,BING MAPS,ADDRESS,55079,NOT AVAILABLE,HTTPS://WWW.ROCKWELLAUTOMATION.COM/,729.7
-87.96181,43.04561,300,300,435,Harley-Davidson,3700 WEST JUNEAU AVENUE,NOT AVAILABLE,Milwaukee,WI,53208,MILWAUKEE,6000,5997,43.04561,-87.96181,BING MAPS,ADDRESS,55079,NOT AVAILABLE,HTTPS://WWW.HARLEY-DAVIDSON.COM/US/EN/INDEX.HTML,692.2
-87.91236,43.0493,301,301,146,Manpowergroup,100 MANPOWER PLACE,NOT AVAILABLE,Milwaukee,WI,53212,MILWAUKEE,28000,19654,43.0493,-87.91236,BING MAPS,ADDRESS,55079,NOT AVAILABLE,HTTPS://WWW.MANPOWERGROUP.COM/,443.7
-77.45625,43.0398,302,302,408,Constellation Brands,370 WOODCLIFF DRIVE,SUITE 300,Fairport,NY,14450,MONROE,9000,6548,43.0398,-77.45625,BING MAPS,ADDRESS,36055,NOT AVAILABLE,HTTPS://WWW.CBRANDS.COM/,1054.9
-75.1359,40.17486,303,303,497,Toll Brothers,250 GIBRALTAR ROAD,NOT AVAILABLE,Horsham,PA,19044,MONTGOMERY,4200,5170,40.17486,-75.1359,BING MAPS,ADDRESS,42091,NOT AVAILABLE,HTTPS://WWW.TOLLBROTHERS.COM/,382.1
-75.40659,40.08857,304,304,457,Ugi,460 NORTH GULPH ROAD,NOT AVAILABLE,King Of Prussia,PA,19406,MONTGOMERY,13105,5686,40.08857,-75.40659,BING MAPS,ADDRESS,42091,NOT AVAILABLE,HTTPS://WWW.UGI.COM/,364.7
-75.3696,40.07846,305,305,276,Universal Health Services,367 SOUTH GULPH ROAD,NOT AVAILABLE,King Of Prussia,PA,19406,MONTGOMERY,70863,10508,40.07846,-75.3696,BING MAPS,ADDRESS,42091,NOT AVAILABLE,HTTPS://WWW.UHSINC.COM/,702.4
-77.1391,39.02808,306,306,472,Host Hotels & Resorts,6903 ROCKLEDGE DRIVE,SUITE 1500,Bethesda,MD,20817,MONTGOMERY,220000,5488,39.02808,-77.1391,BING MAPS,ADDRESS,24031,NOT AVAILABLE,HTTPS://WWW.HOSTHOTELS.COM/,762
-77.13895,39.031,307,307,56,Lockheed Martin,6801 ROCKLEDGE DRIVE,NOT AVAILABLE,Bethesda,MD,20817,MONTGOMERY,97000,50658,39.031,-77.13895,BING MAPS,ADDRESS,24031,NOT AVAILABLE,HTTPS://WWW.LOCKHEEDMARTIN.COM/EN-US/INDEX.HTML,5302
-77.13904,39.02452,308,308,163,Marriott International,10400 FERNWOOD ROAD,NOT AVAILABLE,Bethesda,MD,20817,MONTGOMERY,226500,17072,39.02452,-77.13904,BING MAPS,ADDRESS,24031,NOT AVAILABLE,HTTPS://WWW.MARRIOTT.COM/DEFAULT.MI,780
-77.02808,38.99502,309,309,412,Discovery Communications,1 DISCOVERY PLACE,NOT AVAILABLE,Silver Spring,MD,20910,MONTGOMERY,7000,6497,38.99502,-77.02808,BING MAPS,ADDRESS,24031,NOT AVAILABLE,HTTPS://CORPORATE.DISCOVERY.COM/,1194
-95.4541,30.16059,310,310,344,Anadarko Petroleum,1201 LAKE ROBBINS DRIVE,NOT AVAILABLE,The Woodlands,TX,77380,MONTGOMERY,4500,7869,30.16059,-95.4541,BING MAPS,ADDRESS,48339,NOT AVAILABLE,HTTPS://WWW.ANADARKO.COM/,-3071
-74.44997,40.84933,311,311,319,Avis Budget Group,6 SYLVAN WAY,NOT AVAILABLE,Parsippany,NJ,7054,MORRIS,25600,8659,40.84933,-74.44997,BING MAPS,ADDRESS,34027,NOT AVAILABLE,HTTP://WWW.AVISBUDGETGROUP.COM/,163
-74.45694,40.84762,312,312,172,Pbf Energy,1 SYLVAN WAY,SUITE 2,Parsippany,NJ,7054,MORRIS,3165,15920,40.84762,-74.45694,BING MAPS,ADDRESS,34027,NOT AVAILABLE,HTTP://WWW.PBFENERGY.COM/,170.8
-74.44784,40.84681,313,313,461,Wyndham Worldwide,22 SYLVAN WAY,NOT AVAILABLE,Parsippany,NJ,7054,MORRIS,37800,5599,40.84681,-74.44784,BING MAPS,ADDRESS,34027,NOT AVAILABLE,HTTP://WWW.WYNDHAMDESTINATIONS.COM/WD/HOME.PAGE,611
-74.04493,40.787834,314,314,366,Quest Diagnostics,500 PLAZA DRIVE,NOT AVAILABLE,Secaucus,NJ,7094,HUDSON,43000,7515,40.787834,-74.04493,MANUAL,ON-ENTITY,34027,NOT AVAILABLE,HTTPS://WWW.QUESTDIAGNOSTICS.COM/HOME.HTML,645
-74.42197,40.77162,315,315,448,Realogy Holdings,175 PARK AVENUE,NOT AVAILABLE,Madison,NJ,7940,MORRIS,11800,5810,40.77162,-74.42197,BING MAPS,ADDRESS,34027,NOT AVAILABLE,HTTPS://WWW.REALOGY.COM/,213
-74.44436,40.79199,316,316,73,Honeywell International,101 COLUMBIA ROAD,NOT AVAILABLE,Morris Township,NJ,7962,MORRIS,131000,39302,40.79199,-74.44436,BING MAPS,ADDRESS,34027,NOT AVAILABLE,HTTPS://WWW.HONEYWELL.COM/,4809
-84.96455,32.46836,317,317,126,Aflac,1932 WYNNTON ROAD,NOT AVAILABLE,Columbus,GA,31999,MUSCOGEE,10212,22559,32.46836,-84.96455,BING MAPS,ADDRESS,13215,NOT AVAILABLE,HTTPS://WWW.AFLAC.COM/,2659
-73.4179,40.76804,318,318,243,Henry Schein,135 DURYEA ROAD,NOT AVAILABLE,Melville,NY,11747,NASSAU,21000,11572,40.76804,-73.4179,BING MAPS,ADDRESS,36059,NOT AVAILABLE,HTTPS://WWW.HENRYSCHEIN.COM/,506.8
-75.54817,39.74627,319,319,113,Dupont,1007 MARKET STREET,NOT AVAILABLE,Wilmington,DE,19898,NEW CASTLE,46000,24594,39.74627,-75.54817,BING MAPS,ADDRESS,10003,NOT AVAILABLE,HTTP://WWW.DUPONT.COM/,2513
-75.54817,39.74627,320,320,482,Chemours,1007 MARKET STREET,NOT AVAILABLE,Wilmington,DE,19899,NEW CASTLE,7000,5400,39.74627,-75.54817,BING MAPS,ADDRESS,10003,NOT AVAILABLE,HTTPS://WWW.CHEMOURS.COM/,7
